Mod:Item:MetaData, Localized Name
gregtech:gt.meta.ingotQuintuple:320, oredict.ingotQuintupleGermanium.name
gregtech:gt.meta.ingotQuintuple:370, oredict.ingotQuintupleRubidium.name
gregtech:gt.meta.ingotQuintuple:380, oredict.ingotQuintupleStrontium.name
gregtech:gt.meta.ingotQuintuple:390, oredict.ingotQuintupleYttrium.name
gregtech:gt.meta.ingotQuintuple:410, oredict.ingotQuintupleNiobium.name
gregtech:gt.meta.ingotQuintuple:420, oredict.ingotQuintupleMolybdenum.name
gregtech:gt.meta.ingotQuintuple:440, oredict.ingotQuintupleRuthenium.name
gregtech:gt.meta.ingotQuintuple:450, oredict.ingotQuintupleRhodium.name
gregtech:gt.meta.ingotQuintuple:460, oredict.ingotQuintuplePalladium.name
gregtech:gt.meta.ingotQuintuple:470, oredict.ingotQuintupleSilver.name
gregtech:gt.meta.ingotQuintuple:480, oredict.ingotQuintupleCadmium.name
gregtech:gt.meta.ingotQuintuple:490, oredict.ingotQuintupleIndium.name
gregtech:gt.meta.ingotQuintuple:500, oredict.ingotQuintupleTin.name
gregtech:gt.meta.ingotQuintuple:510, oredict.ingotQuintupleAntimony.name
gregtech:gt.meta.ingotQuintuple:580, oredict.ingotQuintupleCerium.name
gregtech:gt.meta.ingotQuintuple:600, oredict.ingotQuintupleNeodymium.name
gregtech:gt.meta.ingotQuintuple:720, oredict.ingotQuintupleHafnium.name
gregtech:gt.meta.ingotQuintuple:730, oredict.ingotQuintupleTantalum.name
gregtech:gt.meta.ingotQuintuple:740, oredict.ingotQuintupleTungsten.name
gregtech:gt.meta.ingotQuintuple:750, oredict.ingotQuintupleRhenium.name
gregtech:gt.meta.ingotQuintuple:760, oredict.ingotQuintupleOsmiumElemental.name
gregtech:gt.meta.ingotQuintuple:770, oredict.ingotQuintupleIridium.name
gregtech:gt.meta.ingotQuintuple:780, oredict.ingotQuintuplePlatinum.name
gregtech:gt.meta.ingotQuintuple:790, oredict.ingotQuintupleGold.name
gregtech:gt.meta.ingotQuintuple:800, oredict.ingotQuintupleMercury.name
gregtech:gt.meta.ingotQuintuple:820, oredict.ingotQuintupleLead.name
gregtech:gt.meta.ingotQuintuple:830, oredict.ingotQuintupleBismuth.name
gregtech:gt.meta.ingotQuintuple:880, oredict.ingotQuintupleRadium.name
gregtech:gt.meta.ingotQuintuple:900, oredict.ingotQuintupleThorium.name
gregtech:gt.meta.ingotQuintuple:920, oredict.ingotQuintupleUranium.name
gregtech:gt.meta.ingotQuintuple:921, oredict.ingotQuintupleUranium235.name
gregtech:gt.meta.ingotQuintuple:940, oredict.ingotQuintuplePlutonium.name
gregtech:gt.meta.ingotQuintuple:943, oredict.ingotQuintuplePlutonium241.name
gregtech:gt.meta.ingotQuintuple:945, oredict.ingotQuintuplePlutonium243.name
gregtech:gt.meta.ingotQuintuple:950, oredict.ingotQuintupleAmericium.name
gregtech:gt.meta.ingotQuintuple:951, oredict.ingotQuintupleAmericium241.name
gregtech:gt.meta.ingotQuintuple:1260, oredict.ingotQuintupleTrinium.name
gregtech:gt.meta.ingotQuintuple:1740, oredict.ingotQuintupleNaquadah.name
gregtech:gt.meta.ingotQuintuple:1741, oredict.ingotQuintupleNaquadahEnriched.name
gregtech:gt.meta.ingotQuintuple:1742, oredict.ingotQuintupleNaquadria.name
gregtech:gt.meta.ingotQuintuple:2220, oredict.ingotQuintupleAdamantium.name
gregtech:gt.meta.ingotQuintuple:8003, oredict.ingotQuintupleCarborundum.name
gregtech:gt.meta.ingotQuintuple:8005, oredict.ingotQuintupleFerrite.name
gregtech:gt.meta.ingotQuintuple:8217, oredict.ingotQuintupleRubber.name
gregtech:gt.meta.ingotQuintuple:8218, oredict.ingotQuintuplePlastic.name
gregtech:gt.meta.ingotQuintuple:8343, oredict.ingotQuintupleForce.name
gregtech:gt.meta.ingotQuintuple:8360, oredict.ingotQuintuplePeat.name
gregtech:gt.meta.ingotQuintuple:8361, oredict.ingotQuintuplePeatBituminous.name
gregtech:gt.meta.ingotQuintuple:8600, oredict.ingotQuintupleElectrum.name
gregtech:gt.meta.ingotQuintuple:8601, oredict.ingotQuintupleSterlingSilver.name
gregtech:gt.meta.ingotQuintuple:8602, oredict.ingotQuintupleRoseGold.name
gregtech:gt.meta.ingotQuintuple:8603, oredict.ingotQuintupleAngmallen.name
gregtech:gt.meta.ingotQuintuple:8604, oredict.ingotQuintupleGoldInductive.name
gregtech:gt.meta.ingotQuintuple:8605, oredict.ingotQuintupleCdInAgAlloy.name
gregtech:gt.meta.ingotQuintuple:8606, oredict.ingotQuintupleGildedIron.name
gregtech:gt.meta.ingotQuintuple:8610, oredict.ingotQuintupleBronze.name
gregtech:gt.meta.ingotQuintuple:8611, oredict.ingotQuintupleBlackBronze.name
gregtech:gt.meta.ingotQuintuple:8612, oredict.ingotQuintupleBismuthBronze.name
gregtech:gt.meta.ingotQuintuple:8613, oredict.ingotQuintupleHepatizon.name
gregtech:gt.meta.ingotQuintuple:8620, oredict.ingotQuintupleBrass.name
gregtech:gt.meta.ingotQuintuple:8621, oredict.ingotQuintupleCobaltBrass.name
gregtech:gt.meta.ingotQuintuple:8622, oredict.ingotQuintupleAluminiumAlloy.name
gregtech:gt.meta.ingotQuintuple:8630, oredict.ingotQuintupleSteel.name
gregtech:gt.meta.ingotQuintuple:8631, oredict.ingotQuintupleBlackSteel.name
gregtech:gt.meta.ingotQuintuple:8632, oredict.ingotQuintupleRedSteel.name
gregtech:gt.meta.ingotQuintuple:8633, oredict.ingotQuintupleBlueSteel.name
gregtech:gt.meta.ingotQuintuple:8634, oredict.ingotQuintupleDamascusSteel.name
gregtech:gt.meta.ingotQuintuple:8635, oredict.ingotQuintupleTungstensteel.name
gregtech:gt.meta.ingotQuintuple:8636, oredict.ingotQuintupleStainlessSteel.name
gregtech:gt.meta.ingotQuintuple:8637, oredict.ingotQuintupleHSLASteel.name
gregtech:gt.meta.ingotQuintuple:8638, oredict.ingotQuintupleTungstenCarbide.name
gregtech:gt.meta.ingotQuintuple:8639, oredict.ingotQuintupleHSLASpringSteel.name
gregtech:gt.meta.ingotQuintuple:8640, oredict.ingotQuintupleAnnealedCopper.name
gregtech:gt.meta.ingotQuintuple:8641, oredict.ingotQuintupleDeepIron.name
gregtech:gt.meta.ingotQuintuple:8642, oredict.ingotQuintuplePigIron.name
gregtech:gt.meta.ingotQuintuple:8643, oredict.ingotQuintupleWroughtIron.name
gregtech:gt.meta.ingotQuintuple:8644, oredict.ingotQuintupleIronCompressed.name
gregtech:gt.meta.ingotQuintuple:8645, oredict.ingotQuintupleIronMagnetic.name
gregtech:gt.meta.ingotQuintuple:8646, oredict.ingotQuintupleSteelMagnetic.name
gregtech:gt.meta.ingotQuintuple:8647, oredict.ingotQuintupleNeodymiumMagnetic.name
gregtech:gt.meta.ingotQuintuple:8648, oredict.ingotQuintupleDarkIron.name
gregtech:gt.meta.ingotQuintuple:8649, oredict.ingotQuintupleMeteoricIron.name
gregtech:gt.meta.ingotQuintuple:8650, oredict.ingotQuintupleMeteoricSteel.name
gregtech:gt.meta.ingotQuintuple:8651, oredict.ingotQuintupleSteelGalvanized.name
gregtech:gt.meta.ingotQuintuple:8652, oredict.ingotQuintupleTungstenSintered.name
gregtech:gt.meta.ingotQuintuple:8653, oredict.ingotQuintupleVanadiumSteel.name
gregtech:gt.meta.ingotQuintuple:8658, oredict.ingotQuintupleElectrotineAlloy.name
gregtech:gt.meta.ingotQuintuple:8659, oredict.ingotQuintupleBlueAlloy.name
gregtech:gt.meta.ingotQuintuple:8660, oredict.ingotQuintupleRedAlloy.name
gregtech:gt.meta.ingotQuintuple:8661, oredict.ingotQuintupleInvar.name
gregtech:gt.meta.ingotQuintuple:8662, oredict.ingotQuintupleConstantan.name
gregtech:gt.meta.ingotQuintuple:8663, oredict.ingotQuintupleNichrome.name
gregtech:gt.meta.ingotQuintuple:8664, oredict.ingotQuintupleKanthal.name
gregtech:gt.meta.ingotQuintuple:8665, oredict.ingotQuintupleMagnalium.name
gregtech:gt.meta.ingotQuintuple:8666, oredict.ingotQuintupleUltimet.name
gregtech:gt.meta.ingotQuintuple:8667, oredict.ingotQuintupleTinAlloy.name
gregtech:gt.meta.ingotQuintuple:8668, oredict.ingotQuintupleBatteryAlloy.name
gregtech:gt.meta.ingotQuintuple:8669, oredict.ingotQuintupleSolderingAlloy.name
gregtech:gt.meta.ingotQuintuple:8670, oredict.ingotQuintupleShadowIron.name
gregtech:gt.meta.ingotQuintuple:8671, oredict.ingotQuintupleShadowSteel.name
gregtech:gt.meta.ingotQuintuple:8672, oredict.ingotQuintupleIronWood.name
gregtech:gt.meta.ingotQuintuple:8673, oredict.ingotQuintupleSteeleaf.name
gregtech:gt.meta.ingotQuintuple:8674, oredict.ingotQuintupleKnightmetal.name
gregtech:gt.meta.ingotQuintuple:8675, oredict.ingotQuintupleFierySteel.name
gregtech:gt.meta.ingotQuintuple:8676, oredict.ingotQuintupleAstralSilver.name
gregtech:gt.meta.ingotQuintuple:8677, oredict.ingotQuintupleMidasium.name
gregtech:gt.meta.ingotQuintuple:8678, oredict.ingotQuintupleMithril.name
gregtech:gt.meta.ingotQuintuple:8679, oredict.ingotQuintupleThaumium.name
gregtech:gt.meta.ingotQuintuple:8680, oredict.ingotQuintupleDarkThaumium.name
gregtech:gt.meta.ingotQuintuple:8681, oredict.ingotQuintupleVoidMetal.name
gregtech:gt.meta.ingotQuintuple:8682, oredict.ingotQuintupleOsmiridium.name
gregtech:gt.meta.ingotQuintuple:8683, oredict.ingotQuintupleSunnarium.name
gregtech:gt.meta.ingotQuintuple:8684, oredict.ingotQuintupleTrinaquadalloy.name
gregtech:gt.meta.ingotQuintuple:8685, oredict.ingotQuintupleChromiumDioxide.name
gregtech:gt.meta.ingotQuintuple:8686, oredict.ingotQuintupleVanadiumGallium.name
gregtech:gt.meta.ingotQuintuple:8687, oredict.ingotQuintupleYttriumBariumCuprate.name
gregtech:gt.meta.ingotQuintuple:8688, oredict.ingotQuintupleNiobiumNitride.name
gregtech:gt.meta.ingotQuintuple:8689, oredict.ingotQuintupleNiobiumTitanium.name
gregtech:gt.meta.ingotQuintuple:8700, oredict.ingotQuintupleAluminiumBrass.name
gregtech:gt.meta.ingotQuintuple:8701, oredict.ingotQuintupleAredrite.name
gregtech:gt.meta.ingotQuintuple:8702, oredict.ingotQuintupleAlumite.name
gregtech:gt.meta.ingotQuintuple:8703, oredict.ingotQuintupleManyullyn.name
gregtech:gt.meta.ingotQuintuple:8704, oredict.ingotQuintupleVibraniumSteel.name
gregtech:gt.meta.ingotQuintuple:8705, oredict.ingotQuintupleVibraniumSilver.name
gregtech:gt.meta.ingotQuintuple:8706, oredict.ingotQuintupleVibramantium.name
gregtech:gt.meta.ingotQuintuple:8707, oredict.ingotQuintupleArdite.name
gregtech:gt.meta.ingotQuintuple:8708, oredict.ingotQuintupleSignalum.name
gregtech:gt.meta.ingotQuintuple:8709, oredict.ingotQuintupleLumium.name
gregtech:gt.meta.ingotQuintuple:8710, oredict.ingotQuintupleEnderium.name
gregtech:gt.meta.ingotQuintuple:8711, oredict.ingotQuintupleElectrumFlux.name
gregtech:gt.meta.ingotQuintuple:8715, oredict.ingotQuintupleYellorium.name
gregtech:gt.meta.ingotQuintuple:8716, oredict.ingotQuintupleBlutonium.name
gregtech:gt.meta.ingotQuintuple:8717, oredict.ingotQuintupleCyanite.name
gregtech:gt.meta.ingotQuintuple:8718, oredict.ingotQuintupleBedrockHSLAAlloy.name
gregtech:gt.meta.ingotQuintuple:8719, oredict.ingotQuintupleOsmium.name
gregtech:gt.meta.ingotQuintuple:8720, oredict.ingotQuintupleManasteel.name
gregtech:gt.meta.ingotQuintuple:8721, oredict.ingotQuintupleTerrasteel.name
gregtech:gt.meta.ingotQuintuple:8722, oredict.ingotQuintupleElvenElementium.name
gregtech:gt.meta.ingotQuintuple:8725, oredict.ingotQuintuplePulsatingIron.name
gregtech:gt.meta.ingotQuintuple:8726, oredict.ingotQuintupleVibrantAlloy.name
gregtech:gt.meta.ingotQuintuple:8727, oredict.ingotQuintupleConductiveIron.name
gregtech:gt.meta.ingotQuintuple:8728, oredict.ingotQuintupleEnergeticAlloy.name
gregtech:gt.meta.ingotQuintuple:8729, oredict.ingotQuintupleEnderiumBase.name
gregtech:gt.meta.ingotQuintuple:8730, oredict.ingotQuintupleElectricalSteel.name
gregtech:gt.meta.ingotQuintuple:8731, oredict.ingotQuintupleDarkSteel.name
gregtech:gt.meta.ingotQuintuple:8732, oredict.ingotQuintupleSoularium.name
gregtech:gt.meta.ingotQuintuple:8733, oredict.ingotQuintupleRedstoneAlloy.name
gregtech:gt.meta.ingotQuintuple:8750, oredict.ingotQuintupleDesh.name
gregtech:gt.meta.ingotQuintuple:8751, oredict.ingotQuintupleDuranium.name
gregtech:gt.meta.ingotQuintuple:8752, oredict.ingotQuintupleTritanium.name
gregtech:gt.meta.ingotQuintuple:8760, oredict.ingotQuintupleAlduorite.name
gregtech:gt.meta.ingotQuintuple:8761, oredict.ingotQuintupleInfuscolium.name
gregtech:gt.meta.ingotQuintuple:8762, oredict.ingotQuintupleRubracium.name
gregtech:gt.meta.ingotQuintuple:8763, oredict.ingotQuintupleMeutoite.name
gregtech:gt.meta.ingotQuintuple:8764, oredict.ingotQuintupleLemurite.name
gregtech:gt.meta.ingotQuintuple:8765, oredict.ingotQuintupleCeruclase.name
gregtech:gt.meta.ingotQuintuple:8766, oredict.ingotQuintupleAtlarus.name
gregtech:gt.meta.ingotQuintuple:8767, oredict.ingotQuintupleOureclase.name
gregtech:gt.meta.ingotQuintuple:8768, oredict.ingotQuintupleKalendrite.name
gregtech:gt.meta.ingotQuintuple:8769, oredict.ingotQuintupleOrichalcum.name
gregtech:gt.meta.ingotQuintuple:8770, oredict.ingotQuintupleCarmot.name
gregtech:gt.meta.ingotQuintuple:8771, oredict.ingotQuintupleSanguinite.name
gregtech:gt.meta.ingotQuintuple:8772, oredict.ingotQuintupleVyroxeres.name
gregtech:gt.meta.ingotQuintuple:8773, oredict.ingotQuintupleEximite.name
gregtech:gt.meta.ingotQuintuple:8774, oredict.ingotQuintuplePrometheum.name
gregtech:gt.meta.ingotQuintuple:8775, oredict.ingotQuintupleIgnatius.name
gregtech:gt.meta.ingotQuintuple:8776, oredict.ingotQuintupleVulcanite.name
gregtech:gt.meta.ingotQuintuple:8777, oredict.ingotQuintupleInolashite.name
gregtech:gt.meta.ingotQuintuple:8778, oredict.ingotQuintupleHaderoth.name
gregtech:gt.meta.ingotQuintuple:8779, oredict.ingotQuintupleCelenegil.name
gregtech:gt.meta.ingotQuintuple:8781, oredict.ingotQuintupleDesichalkos.name
gregtech:gt.meta.ingotQuintuple:8782, oredict.ingotQuintupleTartarite.name
gregtech:gt.meta.ingotQuintuple:8783, oredict.ingotQuintupleAmordrine.name
gregtech:gt.meta.ingotQuintuple:8790, oredict.ingotQuintupleTrinitanium.name
gregtech:gt.meta.ingotQuintuple:8791, oredict.ingotQuintupleDraconium.name
gregtech:gt.meta.ingotQuintuple:8792, oredict.ingotQuintupleDraconiumAwakened.name
gregtech:gt.meta.plateGemTiny:140, oredict.plateGemTinySilicon.name
gregtech:gt.meta.plateGemTiny:400, oredict.plateGemTinyZirconium.name
gregtech:gt.meta.plateGemTiny:1520, oredict.plateGemTinyVibranium.name
gregtech:gt.meta.plateGemTiny:8001, oredict.plateGemTinyGlass.name
gregtech:gt.meta.plateGemTiny:8002, oredict.plateGemTinyFlint.name
gregtech:gt.meta.plateGemTiny:8206, oredict.plateGemTinyNiter.name
gregtech:gt.meta.plateGemTiny:8208, oredict.plateGemTinyPhosphorus.name
gregtech:gt.meta.plateGemTiny:8209, oredict.plateGemTinyApatite.name
gregtech:gt.meta.plateGemTiny:8226, oredict.plateGemTinyPhosphorite.name
gregtech:gt.meta.plateGemTiny:8300, oredict.plateGemTinyDiamond.name
gregtech:gt.meta.plateGemTiny:8301, oredict.plateGemTinyEmerald.name
gregtech:gt.meta.plateGemTiny:8302, oredict.plateGemTinyRuby.name
gregtech:gt.meta.plateGemTiny:8303, oredict.plateGemTinyBalasRuby.name
gregtech:gt.meta.plateGemTiny:8304, oredict.plateGemTinySapphire.name
gregtech:gt.meta.plateGemTiny:8305, oredict.plateGemTinyGreenSapphire.name
gregtech:gt.meta.plateGemTiny:8306, oredict.plateGemTinyTopaz.name
gregtech:gt.meta.plateGemTiny:8307, oredict.plateGemTinyBlueTopaz.name
gregtech:gt.meta.plateGemTiny:8308, oredict.plateGemTinyTanzanite.name
gregtech:gt.meta.plateGemTiny:8309, oredict.plateGemTinyJasper.name
gregtech:gt.meta.plateGemTiny:8310, oredict.plateGemTinyAmber.name
gregtech:gt.meta.plateGemTiny:8311, oredict.plateGemTinyOlivine.name
gregtech:gt.meta.plateGemTiny:8312, oredict.plateGemTinyOpal.name
gregtech:gt.meta.plateGemTiny:8313, oredict.plateGemTinyAmethyst.name
gregtech:gt.meta.plateGemTiny:8314, oredict.plateGemTinyOrangeSapphire.name
gregtech:gt.meta.plateGemTiny:8315, oredict.plateGemTinyYellowSapphire.name
gregtech:gt.meta.plateGemTiny:8316, oredict.plateGemTinyVinteum.name
gregtech:gt.meta.plateGemTiny:8317, oredict.plateGemTinyDilithium.name
gregtech:gt.meta.plateGemTiny:8318, oredict.plateGemTinyEnderPearl.name
gregtech:gt.meta.plateGemTiny:8319, oredict.plateGemTinyEnderEye.name
gregtech:gt.meta.plateGemTiny:8320, oredict.plateGemTinyNetherStar.name
gregtech:gt.meta.plateGemTiny:8321, oredict.plateGemTinyJade.name
gregtech:gt.meta.plateGemTiny:8322, oredict.plateGemTinyCraponite.name
gregtech:gt.meta.plateGemTiny:8323, oredict.plateGemTinyAquamarine.name
gregtech:gt.meta.plateGemTiny:8324, oredict.plateGemTinyMorganite.name
gregtech:gt.meta.plateGemTiny:8325, oredict.plateGemTinyDioptase.name
gregtech:gt.meta.plateGemTiny:8326, oredict.plateGemTinySpinel.name
gregtech:gt.meta.plateGemTiny:8327, oredict.plateGemTinyVinteumPurified.name
gregtech:gt.meta.plateGemTiny:8328, oredict.plateGemTinyBlueSapphire.name
gregtech:gt.meta.plateGemTiny:8329, oredict.plateGemTinyAmethystEnder.name
gregtech:gt.meta.plateGemTiny:8330, oredict.plateGemTinyLazurite.name
gregtech:gt.meta.plateGemTiny:8331, oredict.plateGemTinySodalite.name
gregtech:gt.meta.plateGemTiny:8332, oredict.plateGemTinyLapis.name
gregtech:gt.meta.plateGemTiny:8334, oredict.plateGemTinyCoal.name
gregtech:gt.meta.plateGemTiny:8336, oredict.plateGemTinyCharcoal.name
gregtech:gt.meta.plateGemTiny:8337, oredict.plateGemTinyLignite.name
gregtech:gt.meta.plateGemTiny:8338, oredict.plateGemTinyMonazite.name
gregtech:gt.meta.plateGemTiny:8342, oredict.plateGemTinyFirestone.name
gregtech:gt.meta.plateGemTiny:8343, oredict.plateGemTinyForce.name
gregtech:gt.meta.plateGemTiny:8344, oredict.plateGemTinyForcicium.name
gregtech:gt.meta.plateGemTiny:8345, oredict.plateGemTinyForcillium.name
gregtech:gt.meta.plateGemTiny:8346, oredict.plateGemTinyNetherQuartz.name
gregtech:gt.meta.plateGemTiny:8347, oredict.plateGemTinyCertusQuartz.name
gregtech:gt.meta.plateGemTiny:8348, oredict.plateGemTinyChargedCertusQuartz.name
gregtech:gt.meta.plateGemTiny:8349, oredict.plateGemTinyCoalCoke.name
gregtech:gt.meta.plateGemTiny:8352, oredict.plateGemTinyInfusedAir.name
gregtech:gt.meta.plateGemTiny:8353, oredict.plateGemTinyInfusedFire.name
gregtech:gt.meta.plateGemTiny:8354, oredict.plateGemTinyInfusedEarth.name
gregtech:gt.meta.plateGemTiny:8355, oredict.plateGemTinyInfusedWater.name
gregtech:gt.meta.plateGemTiny:8356, oredict.plateGemTinyInfusedEntropy.name
gregtech:gt.meta.plateGemTiny:8357, oredict.plateGemTinyInfusedOrder.name
gregtech:gt.meta.plateGemTiny:8362, oredict.plateGemTinyAnthracite.name
gregtech:gt.meta.plateGemTiny:8363, oredict.plateGemTinyPrismane.name
gregtech:gt.meta.plateGemTiny:8364, oredict.plateGemTinyLonsdaleite.name
gregtech:gt.meta.plateGemTiny:8365, oredict.plateGemTinyLigniteCoke.name
gregtech:gt.meta.plateGemTiny:8733, oredict.plateGemTinyRedstoneAlloy.name
gregtech:gt.meta.plateGemTiny:9101, oredict.plateGemTinyAlmandine.name
gregtech:gt.meta.plateGemTiny:9102, oredict.plateGemTinyAndradite.name
gregtech:gt.meta.plateGemTiny:9119, oredict.plateGemTinyGrossular.name
gregtech:gt.meta.plateGemTiny:9127, oredict.plateGemTinyPyrope.name
gregtech:gt.meta.plateGemTiny:9129, oredict.plateGemTinySpessartine.name
gregtech:gt.meta.plateGemTiny:9135, oredict.plateGemTinyUvarovite.name
gregtech:gt.meta.plateGemTiny:9156, oredict.plateGemTinyMalachite.name
gregtech:gt.meta.plateGemTiny:9180, oredict.plateGemTinyQuartzite.name
gregtech:gt.meta.plateGemTiny:9802, oredict.plateGemTinyIce.name
gregtech:gt.meta.plateGem:140, oredict.plateGemSilicon.name
gregtech:gt.meta.plateGem:400, oredict.plateGemZirconium.name
gregtech:gt.meta.plateGem:1520, oredict.plateGemVibranium.name
gregtech:gt.meta.plateGem:8001, oredict.plateGemGlass.name
gregtech:gt.meta.plateGem:8002, oredict.plateGemFlint.name
gregtech:gt.meta.plateGem:8206, oredict.plateGemNiter.name
gregtech:gt.meta.plateGem:8208, oredict.plateGemPhosphorus.name
gregtech:gt.meta.plateGem:8209, oredict.plateGemApatite.name
gregtech:gt.meta.plateGem:8226, oredict.plateGemPhosphorite.name
gregtech:gt.meta.plateGem:8300, oredict.plateGemDiamond.name
gregtech:gt.meta.plateGem:8301, oredict.plateGemEmerald.name
gregtech:gt.meta.plateGem:8302, oredict.plateGemRuby.name
gregtech:gt.meta.plateGem:8303, oredict.plateGemBalasRuby.name
gregtech:gt.meta.plateGem:8304, oredict.plateGemSapphire.name
gregtech:gt.meta.plateGem:8305, oredict.plateGemGreenSapphire.name
gregtech:gt.meta.plateGem:8306, oredict.plateGemTopaz.name
gregtech:gt.meta.plateGem:8307, oredict.plateGemBlueTopaz.name
gregtech:gt.meta.plateGem:8308, oredict.plateGemTanzanite.name
gregtech:gt.meta.plateGem:8309, oredict.plateGemJasper.name
gregtech:gt.meta.plateGem:8310, oredict.plateGemAmber.name
gregtech:gt.meta.plateGem:8311, oredict.plateGemOlivine.name
gregtech:gt.meta.plateGem:8312, oredict.plateGemOpal.name
gregtech:gt.meta.plateGem:8313, oredict.plateGemAmethyst.name
gregtech:gt.meta.plateGem:8314, oredict.plateGemOrangeSapphire.name
gregtech:gt.meta.plateGem:8315, oredict.plateGemYellowSapphire.name
gregtech:gt.meta.plateGem:8316, oredict.plateGemVinteum.name
gregtech:gt.meta.plateGem:8317, oredict.plateGemDilithium.name
gregtech:gt.meta.plateGem:8318, oredict.plateGemEnderPearl.name
gregtech:gt.meta.plateGem:8319, oredict.plateGemEnderEye.name
gregtech:gt.meta.plateGem:8320, oredict.plateGemNetherStar.name
gregtech:gt.meta.plateGem:8321, oredict.plateGemJade.name
gregtech:gt.meta.plateGem:8322, oredict.plateGemCraponite.name
gregtech:gt.meta.plateGem:8323, oredict.plateGemAquamarine.name
gregtech:gt.meta.plateGem:8324, oredict.plateGemMorganite.name
gregtech:gt.meta.plateGem:8325, oredict.plateGemDioptase.name
gregtech:gt.meta.plateGem:8326, oredict.plateGemSpinel.name
gregtech:gt.meta.plateGem:8327, oredict.plateGemVinteumPurified.name
gregtech:gt.meta.plateGem:8328, oredict.plateGemBlueSapphire.name
gregtech:gt.meta.plateGem:8329, oredict.plateGemAmethystEnder.name
gregtech:gt.meta.plateGem:8330, oredict.plateGemLazurite.name
gregtech:gt.meta.plateGem:8331, oredict.plateGemSodalite.name
gregtech:gt.meta.plateGem:8332, oredict.plateGemLapis.name
gregtech:gt.meta.plateGem:8334, oredict.plateGemCoal.name
gregtech:gt.meta.plateGem:8336, oredict.plateGemCharcoal.name
gregtech:gt.meta.plateGem:8337, oredict.plateGemLignite.name
gregtech:gt.meta.plateGem:8338, oredict.plateGemMonazite.name
gregtech:gt.meta.plateGem:8342, oredict.plateGemFirestone.name
gregtech:gt.meta.plateGem:8343, oredict.plateGemForce.name
gregtech:gt.meta.plateGem:8344, oredict.plateGemForcicium.name
gregtech:gt.meta.plateGem:8345, oredict.plateGemForcillium.name
gregtech:gt.meta.plateGem:8346, oredict.plateGemNetherQuartz.name
gregtech:gt.meta.plateGem:8347, oredict.plateGemCertusQuartz.name
gregtech:gt.meta.plateGem:8348, oredict.plateGemChargedCertusQuartz.name
gregtech:gt.meta.plateGem:8349, oredict.plateGemCoalCoke.name
gregtech:gt.meta.plateGem:8352, oredict.plateGemInfusedAir.name
gregtech:gt.meta.plateGem:8353, oredict.plateGemInfusedFire.name
gregtech:gt.meta.plateGem:8354, oredict.plateGemInfusedEarth.name
gregtech:gt.meta.plateGem:8355, oredict.plateGemInfusedWater.name
gregtech:gt.meta.plateGem:8356, oredict.plateGemInfusedEntropy.name
gregtech:gt.meta.plateGem:8357, oredict.plateGemInfusedOrder.name
gregtech:gt.meta.plateGem:8362, oredict.plateGemAnthracite.name
gregtech:gt.meta.plateGem:8363, oredict.plateGemPrismane.name
gregtech:gt.meta.plateGem:8364, oredict.plateGemLonsdaleite.name
gregtech:gt.meta.plateGem:8365, oredict.plateGemLigniteCoke.name
gregtech:gt.meta.plateGem:8733, oredict.plateGemRedstoneAlloy.name
gregtech:gt.meta.plateGem:9101, oredict.plateGemAlmandine.name
gregtech:gt.meta.plateGem:9102, oredict.plateGemAndradite.name
gregtech:gt.meta.plateGem:9119, oredict.plateGemGrossular.name
gregtech:gt.meta.plateGem:9127, oredict.plateGemPyrope.name
gregtech:gt.meta.plateGem:9129, oredict.plateGemSpessartine.name
gregtech:gt.meta.plateGem:9135, oredict.plateGemUvarovite.name
gregtech:gt.meta.plateGem:9156, oredict.plateGemMalachite.name
gregtech:gt.meta.plateGem:9180, oredict.plateGemQuartzite.name
gregtech:gt.meta.plateGem:9802, oredict.plateGemIce.name
gregtech:gt.meta.plateTiny:40, oredict.plateTinyBeryllium.name
gregtech:gt.meta.plateTiny:50, oredict.plateTinyBoron.name
gregtech:gt.meta.plateTiny:120, oredict.plateTinyMagnesium.name
gregtech:gt.meta.plateTiny:130, oredict.plateTinyAluminium.name
gregtech:gt.meta.plateTiny:140, oredict.plateTinySilicon.name
gregtech:gt.meta.plateTiny:220, oredict.plateTinyTitanium.name
gregtech:gt.meta.plateTiny:230, oredict.plateTinyVanadium.name
gregtech:gt.meta.plateTiny:240, oredict.plateTinyChromium.name
gregtech:gt.meta.plateTiny:250, oredict.plateTinyManganese.name
gregtech:gt.meta.plateTiny:260, oredict.plateTinyIron.name
gregtech:gt.meta.plateTiny:270, oredict.plateTinyCobalt.name
gregtech:gt.meta.plateTiny:278, oredict.plateTinyCobalt60.name
gregtech:gt.meta.plateTiny:280, oredict.plateTinyNickel.name
gregtech:gt.meta.plateTiny:290, oredict.plateTinyCopper.name
gregtech:gt.meta.plateTiny:300, oredict.plateTinyZinc.name
gregtech:gt.meta.plateTiny:310, oredict.plateTinyGallium.name
gregtech:gt.meta.plateTiny:320, oredict.plateTinyGermanium.name
gregtech:gt.meta.plateTiny:370, oredict.plateTinyRubidium.name
gregtech:gt.meta.plateTiny:380, oredict.plateTinyStrontium.name
gregtech:gt.meta.plateTiny:390, oredict.plateTinyYttrium.name
gregtech:gt.meta.plateTiny:410, oredict.plateTinyNiobium.name
gregtech:gt.meta.plateTiny:420, oredict.plateTinyMolybdenum.name
